Tratamiento;trat;bloque;plot;date;label;obs;exp.flux;t1;v1;v4;soilmo.perc;tcham;pressure;h20;co2;cdry;rh;tbench;fitstatus;licor
AGO;NP;3;11;25/08/2017 07:50;c;2;3,65;25,01;1,838;;54,5;23,73;99,42;32,387;630,42;651,52;109,27;51,33;Lin;2
AGO;NP;3;11;25/08/2017 07:54;c;3;3,85;25,05;1,84;;54,5;23,77;99,42;32,477;641,59;663,13;109,31;51,36;Exp 2;2
AGO;NP;3;11;25/08/2017 08:04;d;4;5,13;25,26;1,716;;54,6;23,99;99,45;32,792;584,78;604,61;108,96;51,36;Exp;2
AGO;NP;3;11;25/08/2017 08:07;d;5;4,44;25,19;1,721;;54,5;24,03;99,42;32,852;624,22;645,42;108,94;51,35;Lin;2
AGO;NP;3;11;25/08/2017 08:10;d;6;4,43;25,2;1,724;;54,5;24,06;99,43;32,97;648,24;670,35;109,04;51,35;Lin;2
AGO;NP;3;11;25/08/2017 08:03;d;7;4,4;25,2;1,729;;54,5;24,13;99,43;33,132;602,46;623,11;109,18;51,34;Lin;2
AGO;NP;3;11;25/08/2017 08:11;b;8;3,36;25,21;1,893;;54,5;24,34;99,43;33,428;591,62;612,08;108,73;51,36;Exp 2;2
AGO;NP;3;11;25/08/2017 08:14;b;9;3,08;25,19;1,893;;54,5;24,31;99,45;33,442;577,23;597,2;109;51,36;Lin;2
AGO;NP;3;11;25/08/2017 08:17;b;10;3,01;25,17;1,893;;54,5;24,33;99,41;33,571;630,71;652,62;109,25;51,36;Exp 2;2
AGO;N;2;12;25/08/2017 09:48;a;20;6,42;25,01;1,116;;54,8;25,99;99,39;37,058;558,56;580,06;109,2;51,35;Exp 2;2
AGO;N;2;12;25/08/2017 09:51;a;21;6,39;25,23;2,107;;54,4;25,96;99,41;37,067;525,12;545,33;109,45;51,36;Lin;2
AGO;N;2;12;25/08/2017 09:54;a;22;6,27;25,27;2,12;;54,4;26,02;99,44;37,12;553,64;574,98;109,28;51,35;Lin;2
AGO;N;2;12;25/08/2017 10:05;d;23;3,18;25,16;2,102;;54,4;26,64;99,44;37,868;534,24;555,26;107,38;51,36;Exp 2;2
AGO;N;2;12;25/08/2017 10:08;d;24;3,19;25,19;2,102;;54,4;26,53;99,41;37,933;505,21;525,13;108,31;51,35;Lin;2
AGO;N;2;12;25/08/2017 10:11;d;25;3,19;25,16;2,103;;54,4;26,5;99,43;37,975;510,09;530,23;108,63;51,35;Exp 2;2
AGO;N;2;12;25/08/2017 10:19;c;26;4,48;25,39;2,064;;54,4;26,87;99,47;38,385;522,81;543,68;107,49;51,35;Exp 2;2
AGO;N;2;12;25/08/2017 10:22;c;27;4,72;25,31;2,067;;54,4;26,8;99,48;38,417;499,65;519,62;107,98;51,36;Exp 2;2
AGO;N;2;12;25/08/2017 10:25;c;28;4,23;25,34;2,067;;54,4;26,7;99,44;38,396;500,56;520,55;108,53;51,36;Lin;2
AGO;N;4;13;26/08/2017 09:37;a;28;2,78;25,41;2,008;;54,4;25,58;99,62;35,245;615,19;637,67;106,63;51,36;Lin;2
AGO;N;4;13;26/08/2017 09:40;a;29;2,68;25,32;2,013;;54,4;25,58;99,62;35,389;637,45;660,84;107,05;51,37;Lin;2
AGO;N;4;13;26/08/2017 09:43;a;30;2,75;25,28;2,015;;54,4;25,68;99,62;35,651;611,96;634,58;107,31;51,37;Lin;2
AGO;N;4;13;26/08/2017 09:54;c;31;4,52;25,42;1,988;;54,4;26,21;99,59;36,561;579,07;601,04;106,56;51,42;Exp 2;2
AGO;N;4;13;26/08/2017 09:57;c;32;4,11;25,35;1,989;;54,4;26,14;99,61;36,517;557,03;578,14;106,84;51,35;Exp 2;2
AGO;N;4;13;26/08/2017 10:00;c;33;4,38;25,41;1,989;;54,4;26,19;99,59;36,66;581,89;604,03;107,04;51,35;Exp 2;2
AGO;C;4;14;26/8/2017 08:47;a;20;4,42;25,62;2,685;;54,1;24,72;99,66;28,976;562,79;579,58;92,35;51,5;Lin;1
AGO;C;4;14;26/8/2017 08:50;a;21;4,4;25,63;2,69;;54,1;24,67;99,66;29,048;554,51;571,1;92,85;51,5;Exp 2;1
AGO;C;4;14;26/8/2017 08:53;a;22;4,23;25,5;2,692;;54,1;24,67;99,66;29,078;534,3;550,3;92,95;51,5;Lin;1
AGO;C;4;14;26/8/2017 09:00;b;23;3,5;25,33;2,65;;54,1;24,8;99,68;29,301;544,1;560,52;92,96;51,49;Lin;1
AGO;C;4;14;26/8/2017 09:04;b;24;3,47;25,09;2,652;;54,1;24,83;99,69;29,362;532,92;549,04;93;51,51;Lin;1
AGO;C;4;14;26/8/2017 09:07;b;25;3,35;25,17;2,653;;54,1;24,86;99,69;29,444;553,77;570,58;93,08;51,5;Lin;1
AGO;C;4;14;26/8/2017 09:14;d;26;6,67;25,93;2,314;;54,3;25,23;99,68;29,843;528,77;545,03;92,29;51,5;Exp 2;1
AGO;C;4;14;26/8/2017 09:17;d;27;6,36;25,77;2,315;;54,3;25,25;99,68;29,957;510,4;526,16;92,52;51,49;Exp 2;1
AGO;C;4;14;26/8/2017 09:20;d;28;6,18;25,77;2,316;;54,3;25,38;99,68;30,131;503,16;518,79;92,33;51,5;Lin;1
AGO;P;4;15;26/8/2017 07:53;a;10;4,17;25,14;2,632;;54,1;23,62;99,7;27,427;524,57;539,37;93,46;51,63;Exp 10 NC;1
AGO;P;4;15;26/8/2017 07:57;a;11;2,83;25,33;2,633;;54,1;23,66;99,7;27,291;538,69;553,81;92,73;51,51;Lin;1
AGO;P;4;15;26/8/2017 08:00;a;12;2,73;24,91;2,634;;54,1;23,73;99,7;27,411;553,06;568,65;92,74;51,52;Lin;1
AGO;P;4;15;26/8/2017 08:04;a;13;2,83;25,48;2,635;;54,1;23,8;99,7;27,52;542,3;557,65;92,74;51,49;Exp 2;1
AGO;P;4;15;26/8/2017 08:13;d;14;4,08;24,94;2,581;;54,1;23,93;99,68;27,711;535,06;550,3;92,62;51,5;Exp 2;1
AGO;P;4;15;26/8/2017 08:17;d;15;4,03;25;2,585;;54,1;23,98;99,69;27,8;536,47;551,81;92,69;51,51;Lin;1
AGO;P;4;15;26/8/2017 08:20;d;16;3,95;25,5;2,587;;54,1;24,03;99,69;27,901;549,21;564,98;92,72;51,49;Exp 2;1
AGO;P;4;15;26/8/2017 08:27;b;17;5,61;25,28;2,334;;54,2;24,21;99,7;28,102;564,41;580,73;92,45;51,51;Exp 2;1
AGO;P;4;15;26/8/2017 08:30;b;18;5,71;25,33;2,341;;54,2;24,2;99,69;28,175;519,24;534,29;92,7;51,51;Exp 2;1
AGO;P;4;15;26/8/2017 08:33;b;19;5,07;25,53;2,343;;54,2;24,25;99,7;28,291;565,66;582,13;92,79;51,5;Lin;1
AGO;P;5;16;26/08/2017 08:51;a;22;6;25,7;1,796;;54,5;24,59;99,62;33,639;596,29;617,04;108,01;51,36;Exp 2;2
AGO;P;5;16;26/08/2017 08:54;a;23;5,88;25,71;1,798;;54,5;24,59;99,61;33,717;586,29;606,75;108,25;51,35;Exp 2;2
AGO;P;5;16;26/08/2017 08:57;a;24;6,1;25,69;1,799;;54,5;24,64;99,63;33,832;621,91;643,69;108,31;51,37;Exp 2;2
AGO;P;5;16;26/08/2017 09:05;d;25;2,31;25,17;2,012;;54,4;24,87;99,64;34,139;621,11;643,07;107,81;51,36;Lin;2
AGO;P;5;16;26/08/2017 09:09;d;26;2,18;25,07;2,017;;54,4;24,87;99,63;34,235;649,05;672,06;108,1;51,37;Lin;2
AGO;P;5;16;26/08/2017 09:12;d;27;2,35;25,13;2,018;;54,4;24,9;99,61;34,317;623,1;645,24;108,14;51,36;Exp 2;2
AGO;NP;5;18;26/08/2017 07:52;a;13;4,46;25,43;1,991;;54,4;23,76;99,66;32,274;578,87;598,18;108,98;51,36;Exp 2;2
AGO;NP;5;18;26/08/2017 07:55;a;14;4,27;25,44;1,993;;54,4;23,8;99,65;32,315;598,04;618;108,82;51,35;Exp 2;2
AGO;NP;5;18;26/08/2017 07:58;a;15;4;25,32;1,994;;54,4;23,72;99,66;32,319;573,5;592,66;109,38;51,37;Lin;2
AGO;NP;5;18;26/08/2017 08:06;d;16;2,71;25,34;2,093;;54,4;23,93;99,67;32,578;590,44;610,33;108,93;51,37;Lin;2
AGO;NP;5;18;26/08/2017 08:09;d;17;2,85;25,29;2,095;;54,4;23,91;99,68;32,599;581,33;600,91;109,14;51,37;Exp 2;2
AGO;NP;5;18;26/08/2017 08:12;d;18;2,71;25,29;2,096;;54,4;23,9;99,66;32,609;566,71;585,82;109,16;51,37;Lin;2
AGO;NP;5;18;26/08/2017 08:35;b;19;4,74;25,46;2,009;;54,4;24,32;99,65;33,277;610,65;631,67;108,62;51,36;Lin;2
AGO;NP;5;18;26/08/2017 08:38;b;20;4,72;25,39;2,012;;54,4;24,33;99,66;33,257;622,08;643,48;108,51;51,36;Lin;2
AGO;NP;5;18;26/08/2017 08:41;b;21;5,35;25,36;2,013;;54,4;24,34;99,67;33,342;601,44;622,18;108,72;51,37;Exp 2;2
AGO;C;5;19;26/8/2017 06:51;b;1;3,98;25,29;2,504;;54,2;23,38;99,64;26,693;525,91;540,34;92,24;51,51;Exp 2;1
AGO;C;5;19;26/8/2017 06:54;b;2;3,67;25,26;2,506;;54,2;23,39;99,65;26,888;536,67;551,51;92,86;51,51;Exp 2;1
AGO;C;5;19;26/8/2017 06:58;b;3;3,71;25,23;2,507;;54,2;23,36;99,66;26,878;513,65;527,83;93,02;51,51;Exp 2;1
AGO;C;5;19;26/8/2017 07:07;d;4;2,6;25,23;2,502;;54,2;23,43;99,66;26,789;529;543,56;92,31;51,51;Lin;1
AGO;C;5;19;26/8/2017 07:10;d;5;2,59;25,29;2,506;;54,2;23,46;99,66;26,959;530,83;545,54;92,69;51,52;Exp 2;1
AGO;C;5;19;26/8/2017 07:13;d;6;2,52;25,25;2,507;;54,2;23,5;99,67;27,009;548,79;564,02;92,63;51,51;Lin;1
AGO;C;5;19;26/8/2017 07:21;a;7;2,08;25,05;2,35;;54,2;23,63;99,67;27,169;575,58;591,66;92,5;51,52;Exp 2;1
AGO;C;5;19;26/8/2017 07:24;a;8;2,04;25,03;2,352;;54,2;23,68;99,66;27,283;587,32;603,79;92,56;51,51;Lin;1
AGO;C;5;19;26/8/2017 07:28;a;9;2,17;25,46;2,354;;54,2;23,68;99,65;27,29;568,55;584,5;92,58;51,53;Exp 2;1
AGO;NP;4;20;26/8/2017 09:34;a;29;3,67;25,29;2,626;;54,1;25,78;99,66;31,014;489,56;505,23;92,81;51,49;Exp 2;1
AGO;NP;4;20;26/8/2017 09:37;a;30;3,57;25,26;2,631;;54,1;25,67;99,66;30,993;491,27;506,98;93,29;51,5;Exp 2;1
AGO;NP;4;20;26/8/2017 09:41;a;31;3,46;25,15;2,633;;54,1;25,71;99,67;31,013;495,34;511,2;93,18;51,5;Exp 2;1
AGO;NP;4;20;26/8/2017 09:47;d;32;4,38;25,41;2,585;;54,1;26,05;99,67;31,344;473,45;488,77;92,26;51,5;Lin;1
AGO;NP;4;20;26/8/2017 09:50;d;33;4,3;25,43;2,59;;54,1;26,08;99,66;31,467;480,73;496,35;92,51;51,5;Lin;1
AGO;NP;4;20;26/8/2017 09:54;d;34;4,17;25,42;2,592;;54,1;26,12;99,66;31,608;504,28;520,74;92,69;51,5;Lin;1
AGO;NP;4;20;26/8/2017 10:00;b;35;3,49;25,17;2,651;;54,1;26,26;99,65;31,803;455,45;470,41;92,5;51,5;Exp 2;1
AGO;NP;4;20;26/8/2017 10:03;b;36;3,05;25,13;2,654;;54,1;26,17;99,64;31,827;476,61;492,28;93,04;51,5;Lin;1
AGO;NP;4;20;26/8/2017 10:06;b;37;3,11;25,1;2,655;;54,1;26,27;99,64;31,961;457,22;472,32;92,89;51,51;Exp 2;1
AGO;P;6;21;26/08/2017 06:50;a;1;3,89;25,13;2,029;;54,4;23,62;99,6;31,818;631,91;652,68;108,32;51,34;Exp 2;2
AGO;P;6;21;26/08/2017 06:53;a;2;4,13;25,38;2,033;;54,4;23,6;99,61;31,912;632,65;653,5;108,73;51,37;Exp 2;2
AGO;P;6;21;26/08/2017 06:56;a;3;3,55;25,44;2,04;;54,4;23,61;99,61;31,943;638,08;659,13;108,78;51,34;Lin;2
AGO;P;6;21;26/08/2017 07:00;a;4;3,64;25,3;2,037;;54,4;23,64;99,63;31,972;636,07;657,08;108,75;51,36;Exp 2;2
AGO;P;6;21;26/08/2017 07:03;a;5;3,83;25,4;2,021;;54,4;23,58;99,62;31,972;606,09;626,11;109,15;51,37;Exp 2;2
AGO;P;6;21;26/08/2017 07:06;a;6;3,74;25,38;2,021;;54,4;23,5;99,63;31,918;576,81;595,83;109,4;51,36;Exp 2;2
AGO;P;6;21;26/08/2017 07:15;d;7;2,88;25,24;2,041;;54,4;23,49;99,63;31,822;545,2;563,12;109,17;51,35;Exp 2;2
AGO;P;6;21;26/08/2017 07:18;d;8;2,43;25,22;2,045;;54,4;23,51;99,62;31,788;554,86;573,08;108,9;51,35;Lin;2
AGO;P;6;21;26/08/2017 07:21;d;9;2,34;25,28;2,046;;54,4;23,48;99,64;31,797;557,9;576,22;109,15;51,36;Lin;2
AGO;P;6;21;26/08/2017 07:30;b;10;3,24;25,38;2,065;;54,4;23,5;99,64;31,8;578,17;597,16;108,99;51,34;Exp 2;2
AGO;P;6;21;26/08/2017 07:33;b;11;3,13;25,33;2,068;;54,4;23,56;99,62;31,873;586,36;605,67;108,85;51,37;Exp 2;2
AGO;P;6;21;26/08/2017 07:36;b;12;3,36;25,28;2,068;;54,4;23,64;99,63;31,943;600,93;620,76;108,66;51,36;Exp 2;2
AGO;NP;6;23;24/8/2017 13:29;a;5;4,2;25,97;2,568;;54,1;28,51;99,25;33,395;443,55;458,88;84,77;51,51;Lin;1
AGO;NP;6;23;24/8/2017 13:32;a;6;4,23;25,57;2,568;;54,1;28,4;99,25;32,602;427,2;441,6;83,25;51,51;Lin;1
AGO;NP;6;23;24/8/2017 13:35;a;7;4,3;26,08;2,567;;54,1;28,31;99,25;33,911;463,49;479,77;87,1;51,52;Exp 2;1
AGO;NP;6;23;24/8/2017 13:44;d;8;3,7;25,73;2,571;;54,1;28,32;99,24;32,894;414,49;428,59;84,42;51,49;Lin;1
AGO;NP;6;23;24/8/2017 13:47;d;9;3,74;25,8;2,577;;54,1;28,31;99,24;33,473;438,47;453,66;85,97;51,51;Lin;1
AGO;NP;6;23;24/8/2017 13:50;d;10;3,68;25,75;2,578;;54,1;28,3;99,24;33,846;424,75;439,63;86,99;51,5;Exp 2;1
AGO;C;6;24;24/08/2017 12:26;b;1;3,73;26,08;2,107;;54,4;28,1;99,27;37,393;484,16;502,97;97,3;51,34;Exp 2;2
AGO;C;6;24;24/08/2017 12:29;b;2;3,56;26,25;2,099;;54,4;28;99,27;37,772;515,5;535,74;98,82;51,34;Lin;2
AGO;C;6;24;24/08/2017 12:32;b;3;3,51;25,83;2,099;;54,4;27,85;99,26;37,932;519,4;539,88;100,1;51,34;Lin;2
AGO;C;6;24;24/08/2017 12:44;d;4;3,93;25,62;2,054;;54,4;27,54;99,27;37,834;522,56;543,11;101,71;51,35;Lin;2
AGO;C;6;24;24/08/2017 12:47;d;5;3,98;25,54;2,055;;54,4;27,46;99,26;37,695;504,7;524,47;101,76;51,35;Lin;2
AGO;C;6;24;24/08/2017 12:50;d;6;3,81;25,51;2,055;;54,4;27,44;99,25;38,061;534,55;555,7;102,85;51,36;Lin;2
AGO;C;6;24;24/08/2017 12:58;a;7;3,37;25,52;2,102;;54,4;27,45;99,24;38,075;499,06;518,81;102,82;51,35;Exp 2;2
AGO;C;6;24;24/08/2017 01:01;a;8;3,2;25,46;2,104;;54,4;27,34;99,24;37,851;497,68;517,26;102,82;51,34;Lin;2
AGO;C;6;24;24/08/2017 01:04;a;9;3,3;25,42;2,105;;54,4;27,25;99,22;37,681;490,16;509,35;102,91;51,35;Exp 2;2
